Country,Unique.Line.ID,Comment
India,INE068.1,The machine includes poerful magnet technology but t is an energy intensive system. The energy efficiency parameter should be improved. 
Brazil,BZB8.1,"the level of satisfaction for the Siemens product is good and we would recommend this to anyone by its good brand, and good quality "
Japan,J16JP12006-24.1,"The price is low, so it is good value for facilities that do not have many cases requiring its use. There are difficulties with the 3D display of the heart or abdominal area."
USA,J16US15241-5.1,Good product with reasonable control modules Bulky to use
China,CNC0071.1,"the quality is good, and marketing is also good. also images are great and diagram quality is nice. "
France,J16FR11226-9.2,"Performing tools and simple  Solidity more random, slower commissioning"
China,CNB0192.1,It easy to operate. The after-sales service is very good and it has low failure rate. The imaging is very good and the interface is designed in a user-friendly way. 
Germany,J16DE11501-6.1,"Good price-performance ratio, good support Partially too expensive but the performance is well worth it."
UK,J16UK12359-15.2,They have reliable and durable product Customer service is not good
China,CNE0460.1,The purchase of medical devices by hospitals is mainly determined by the management of the hospital. Doctors’recommendations don’t have much impact.  
USA,J16US13799-5.1,"Supportive, quality product, great images Price"
Germany,J16DE12179-15.1,"Good image quality, easy PACS integration. Service has declined in recent years."
Brazil,BZB65.3,Absolutely fantastic product. The picture quality is amazing 
India,INE089.1,The scanner is efficient and is suitable for supporting high patient volume. But I think the operational costs with this machine are slightly higher. 
USA,J16US16640-6.1,They are an industry leader with an excellent reputation.  Their products are available worldwide and thus easily supported in various practice settings. none
USA,J16US12945-5.1,Great image quality and ease of use Broke a few times in the first 6 months
India,INE734.1,"Apart from giving great image quality and improving diagnostic confidence, the manual guide provided is interactive and of great help. "
France,J16FR11087-16.1,This brand is very reliable 
UK,J16UK11231-16.1,Good training offered Expensive product
India,INF002.1,"We are using Philips C-Arm machine. It is very good in all features and we are mainly considering service which is also very good. Compared to other brands, cost is also fine. "
USA,J16US14193-4.1,Cardiac Imaging is good. Overall image quality is poor and the equipment downtime has been excessive.
Japan,J16JP12359-5.1,"It is compact and easy to use. Even when images are enlarged, resolution is good and the images are clear. Sometimes it freezes."
Germany,J16DE13126-25.1,IVUS: Good user interface. Declining indication.
Japan,J16JP11382-5.2,Fluoroscopy images are clear and sharp. The head part is too large and a hassle to handle.
Japan,J16JP10104-8.2,Its functions are not particularly superior but we were able to purchase it at a reasonable price. It is also durable and is easy to use. 0
India,INE509.2,High image quality at an optimal dose from IGS systems of GE healthcare makes it one of the most used brand. 
China,CNE0413.1,"Philips B-ultrasound has clear images, with high quality. Good maintenance service and satisfying work. Once a patients with ectopic pregnancy was misdiagnosed as appendicitis in other hospital, but after our hospital conducted B-ultrasound examination it was diagnosed as ectopic pregnancy. "
France,J16FR11564-2.1,"Quality imagery collection, experience, exposure management. Some specific technical worries, responsiveness."
USA,J16US10778-8.1,Easy to use… Integrates well with our EMR  superior image Start of times long
UK,J16UK12072-9.1,"Good quality images, portable, durable, cost-effective. "
China,CNE0503.4,"It helps doctors detect lesions with shorter scanning time, higher resolution and definition. MRI is excellent in diagnosing parenchymal organs such as brain, thyroid, liver, bile, spleen, kidney, pancreas, matrix, ovary and prostate. Apart from bone and nerve system, MRI can detect malignant tumors, heart and cerebrovascular diseases precisely. "
USA,J16US11256-4.2,Very durable and reliable. Great value. 
Japan,J16JP10046-2.1,"It has a good reputation in terms of images and user-friendliness. At our hospital, we use it in the cardiovascular department but it is not necessarily the best equipment for the department."
UK,J16UK11565-25.1,Usability excellent 
China,CND0072.1,"The failure rate is not high and the quality is not bad and the performance is quite good. The imaging quality is outstanding and the price is super high. But we can't complain since it is such a cutting-edge, advanced, precise and sophisticated instrument.  "
USA,J16US15228-4.1,overall reliable and superior customer service and support. Nothing negative to say about Siemens as a company.
France,J16FR11478-6.1,"Historical manufacturer, located everywhere.  Commercial and technical service super present, responsive and reliable. (Quasi) monopolistic position that authorizes by its dominant position a bit of a rigid commercial policy"
USA,J16US16726-25.1,Efficacy and use characteristics none
USA,J16US10231-6.2,Gets job done Expensive cost to operate
China,CNE0443.1,"GE medical CT has good quality and patients tend to acknowledge this international brand. After-sales staff of the company will regularly visit us back to check usage condition, for such high-end medical devices, our hospital as well as clinical doctors on the front line, and patients tend to trust this famous brand. "
USA,J16US12987-1.2,Good image quality and lowest radiation dose  Easy to use as well and has many features Can't think of any
USA,J16US13143-9.1,They can be used by most anyone with basic knowledge of operating an US Service could be better
France,J16FR10700-1.1,"Excellent responsiveness in the event of breakdowns, competent and easily available after-sales service, even during the weekend.  Very competitive price and service offer. Difficult to integrate with other machines in the room."
Germany,J16DE12857-26.1,"Good image quality, multi-functional device, intuitive use. None."
